id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1226191264078614530,1225730414041497600,1581181753000,2020-02-08,21:09:13,+04,2320744446,llerasn,Natalia Lleras,,"Did the homework.. bus option involves 8 mn in a taxi, 4 in a bus and 18 mn walking... And the price is very similar to a taxi 😣 pic.twitter.com/KVayEvnCJS",['hannahmelrea'],[],['https://pbs.twimg.com/media/EQROcyIXsAExlkE.jpg'],0,0,0,[],[],https://twitter.com/LlerasN/status/1226191264078614530,False,,0,,,,,,,"[{'user_id': '2320744446', 'username': 'LlerasN'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1226164890005626881,1226164890005626881,1581175465000,2020-02-08,19:24:25,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"To the 16,000 in #AbuDhabi for #WUF10 : please see more than ADNEC. Make time for evening strolls! pic.twitter.com/Dgf7sakJPt",[],[],"['https://pbs.twimg.com/media/EQQ2b12XYAANNG1.jpg', 'https://pbs.twimg.com/media/EQQ2b1zXsAID5Cl.jpg']",0,2,4,"['#abudhabi', '#wuf10']",[],https://twitter.com/HannahMelRea/status/1226164890005626881,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1226155833689591810,1225730414041497600,1581173306000,2020-02-08,18:48:26,+04,15598668,canaless,Diego Canales,,"Maybe (though a simple GTFS published would solve that integration), but what no app will do is solve the lack of pedestrian infrastructure","['hannahmelrea', 'llerasn']",[],[],0,0,1,[],[],https://twitter.com/canaless/status/1226155833689591810,False,,0,,,,,,,"[{'user_id': '15598668', 'username': 'canaless'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '2320744446', 'username': 'LlerasN'}]",,,,
1226090763383164932,1225596340001857536,1581157792000,2020-02-08,14:29:52,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,Looking forward to it!,"['ecoangelhsu', 'datadrivenlab']",[],[],0,0,2,[],[],https://twitter.com/HannahMelRea/status/1226090763383164932,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '95875062', 'username': 'ecoangelhsu'}, {'user_id': '3312011425', 'username': 'datadrivenlab'}]",,,,
1225841319022604295,1225730414041497600,1581098320000,2020-02-07,21:58:40,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,You can download the Darb app to find information about public buses! Unfortunately it’s not integrated into Google Maps yet,['llerasn'],[],[],2,0,4,[],[],https://twitter.com/HannahMelRea/status/1225841319022604295,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '2320744446', 'username': 'LlerasN'}]",,,,
1225426468211171330,1225426468211171330,1580999412000,2020-02-06,18:30:12,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"Favourite quote from @MaimunahSharif yesterday: ""No more declarations, we want you to declare actions"". Take note #WUF10 attendees! Hoping this will ring true for the sub-national climate action agenda. https://twitter.com/MaimunahSharif/status/1225375325858811909 …",['maimunahsharif'],['https://twitter.com/MaimunahSharif/status/1225375325858811909'],[],0,0,2,['#wuf10'],[],https://twitter.com/HannahMelRea/status/1225426468211171330,False,https://twitter.com/MaimunahSharif/status/1225375325858811909,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '2925300175', 'username': 'MaimunahSharif'}]",,,,
1225415143674261504,1225415143674261504,1580996712000,2020-02-06,17:45:12,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"Amazing to collaborate with #JaneGoodall to promote enviro ed. The UAE now has over 100 #RootsandShoots schools! 🙌

P.S. Jane wants you to google (1) pigcasso 🐖 (2) octopus opening jar 🐙 and (3) rat detecting land mines 🐀 to see how incredible animals are! pic.twitter.com/WfW9HCVXP6",[],[],['https://pbs.twimg.com/media/EQGMkd2XsAA_rRX.jpg'],0,0,9,"['#janegoodall', '#rootsandshoots']",[],https://twitter.com/HannahMelRea/status/1225415143674261504,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1225123631094804480,1225123631094804480,1580927210000,2020-02-05,22:26:50,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"Sustainability took center stage at #MEYE 🌿

Youth circles on protecting the UAE’s marine and bird life by @EADTweets and @ews_wwf 

Stories from voyages to highlight ocean plastic by @eXXpedition 

Youth driven sustainable development by
@KehkashanBasu pic.twitter.com/aK6svCf4Qo","['eadtweets', 'ews_wwf', 'exxpedition', 'kehkashanbasu']",[],"['https://pbs.twimg.com/media/EQCDcG4VUAE5Ato.jpg', 'https://pbs.twimg.com/media/EQCDcGeWsAUMUhy.jpg']",0,0,5,['#meye'],[],https://twitter.com/HannahMelRea/status/1225123631094804480,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '967994401', 'username': 'EADTweets'}, {'user_id': '143743569', 'username': 'ews_wwf'}, {'user_id': '2283524574', 'username': 'eXXpedition'}, {'user_id': '503378508', 'username': 'KehkashanBasu'}]",,,,
1224647014979457024,1224647014979457024,1580813575000,2020-02-04,14:52:55,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"Finance is key for ocean health. @melanienoronha points to greater
✅transparency
✅monitoring
✅legislation 
to unlock new blue finance 

#TIPSummit2020 #BlueEconomy pic.twitter.com/wagmAwb7vq",['melanienoronha'],[],['https://pbs.twimg.com/media/EP7R9u0WsAEituB.jpg'],0,1,1,"['#tipsummit2020', '#blueeconomy']",[],https://twitter.com/HannahMelRea/status/1224647014979457024,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '28563871', 'username': 'melanienoronha'}]",,,,
1224642308483710977,1224602292198039552,1580812453000,2020-02-04,14:34:13,+04,23499227,mariluomi,Mari Luomi,,Congratulations!!,"['hannahmelrea', 'nyuabudhabi']",[],[],0,0,1,[],[],https://twitter.com/mariluomi/status/1224642308483710977,False,,0,,,,,,,"[{'user_id': '23499227', 'username': 'mariluomi'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '31442869', 'username': 'NYUAbuDhabi'}]",,,,
